,house_code,title,district,community,housing_estate,size,orientation,house_type,floor,price
1145,BJ2741833764681285632,整租·期颐百年 1室1厅 西南,丰台,花乡,期颐百年,65㎡,西南,1室1厅1卫,中楼层（9层）,4000
1146,BJ2523022814173741056,整租·宜兰园 3室1厅 南/北,丰台,花乡,宜兰园,115㎡,南 北,3室1厅2卫,中楼层（6层）,5000
1147,BJ2534702974891474944,整租·银地家园 3室2厅 复式 南/北,丰台,花乡,银地家园,112㎡,南 北,3室2厅2卫,高楼层（7层）,4500
1148,BJ2639739054480171008,整租·宜兰园 3室1厅 南/北,丰台,花乡,宜兰园,114㎡,南 北,3室1厅2卫,高楼层（6层）,4800
1149,BJ2647683261358145536,整租·银地家园 3室1厅 复式 南/北,丰台,花乡,银地家园,103㎡,南 北,3室1厅2卫,高楼层（7层）,4500
1150,BJ2717367048974893056,整租·宜兰园 3室1厅 南/北,丰台,花乡,宜兰园,113㎡,南 北,3室1厅2卫,高楼层（6层）,4600
1151,BJ2739672030315560960,整租·银地家园 2室1厅 东/北,丰台,花乡,银地家园,85㎡,东 北,2室1厅1卫,高楼层（12层）,4300
1152,BJ2731049496837357568,整租·期颐百年 2室1厅 南/北,丰台,花乡,期颐百年,107㎡,南 北,2室1厅2卫,中楼层（9层）,4500
1153,BJ2740688987244208128,整租·期颐百年 1室1厅 东南,丰台,花乡,期颐百年,59㎡,东南,1室1厅1卫,低楼层（9层）,3800
1154,BJ2742702586829209600,整租·天伦锦城 1室0厅 北,丰台,花乡,天伦锦城,40㎡,北,1室0厅1卫,中楼层（20层）,3100
1155,BJ2742717116309307392,整租·天伦锦城 1室1厅 南/北,丰台,花乡,天伦锦城,59㎡,南 北,1室1厅1卫,高楼层（11层）,4000
1156,BJ2742794336759717888,整租·银地家园 1室0厅 东,丰台,花乡,银地家园,46㎡,东,1室0厅1卫,高楼层（13层）,3400
1157,BJ2640525123269951488,整租·丰西北里 2室1厅 南/北,丰台,五里店,丰西北里,68㎡,南 北,2室1厅1卫,低楼层（6层）,3100
1158,BJ2737642698550296576,整租·五里店北里二区 2室1厅 南/北,丰台,五里店,五里店北里二区,97㎡,南 北,2室1厅1卫,高楼层（9层）,4800
1159,BJ2741098251330789376,整租·和光里 2室1厅 南/北,丰台,五里店,和光里,77㎡,南 北,2室1厅1卫,高楼层（10层）,4800
1160,BJ2741877165997441024,整租·程庄南里 1室1厅 东,丰台,五里店,程庄南里,53㎡,东,1室1厅1卫,中楼层（21层）,3600
1161,BJ2741994285510426624,整租·五里店北里一区 1室1厅 南/北,丰台,五里店,五里店北里一区,63㎡,南 北,1室1厅1卫,高楼层（7层）,4000
1162,BJ2704455404591005696,整租·丰西北里 3室1厅 东/南/西,丰台,五里店,丰西北里,79㎡,东 南 西,3室1厅1卫,高楼层（6层）,3800
1163,BJ2711602274991341568,整租·丰西北里 2室1厅 南/北,丰台,五里店,丰西北里,60㎡,南 北,2室1厅1卫,低楼层（6层）,3000
1164,BJ2740508766800977920,整租·丰西北里 2室1厅 南/北,丰台,五里店,丰西北里,59㎡,南 北,2室1厅1卫,高楼层（6层）,3300
1165,BJ2682012932615192576,整租·丰西北里甲7号院 3室2厅 南/西/北,丰台,五里店,丰西北里甲7号院,92㎡,南 西 北,3室2厅1卫,高楼层（6层）,4100
1166,BJ2741388327298277376,整租·南五里店45号院 2室1厅 南/北,丰台,五里店,南五里店45号院,56㎡,南 北,2室1厅1卫,高楼层（6层）,4000
1167,BJ2741810531786047488,整租·五里店北里一区 1室1厅 南/北,丰台,五里店,五里店北里一区,63㎡,南 北,1室1厅1卫,中楼层（6层）,3900
1168,BJ2624608291183140864,整租·南开西里 2室1厅 南/北,丰台,看丹桥,南开西里,54㎡,南 北,2室1厅1卫,高楼层（6层）,3300
1169,BJ2726839289445875712,整租·建国街一里 2室1厅 南,丰台,看丹桥,建国街一里,65㎡,南,2室1厅1卫,中楼层（6层）,3700
1170,BJ2700496906710425600,整租·建国街一里 2室1厅 南,丰台,看丹桥,建国街一里,56㎡,南,2室1厅1卫,中楼层（6层）,4200
1171,BJ2727318738608332800,整租·新华街五里 1室1厅 南/西南,丰台,看丹桥,新华街五里,71㎡,南 西南,1室1厅1卫,中楼层（24层）,4500
1172,BJ2733455604768587776,整租·韩庄子西里 2室1厅 南/北,丰台,看丹桥,韩庄子西里,70㎡,南 北,2室1厅1卫,中楼层（6层）,4500
1173,BJ2740674983419183104,整租·韩庄子三里 2室1厅 南/北,丰台,看丹桥,韩庄子三里,63㎡,南 北,2室1厅1卫,低楼层（6层）,4800
1174,BJ2741324394696540160,整租·新华街四里 2室1厅 南/北,丰台,看丹桥,新华街四里,63㎡,南 北,2室1厅1卫,高楼层（6层）,4500
1175,BJ2711728283812642816,整租·静馨嘉苑 1室0厅 北,丰台,成寿寺,静馨嘉苑,53㎡,北,1室0厅1卫,中楼层（7层）,4600
1176,BJ2730970256561676288,整租·苇子坑1号院 1室1厅 南,丰台,成寿寺,苇子坑1号院,50㎡,南,1室1厅1卫,低楼层（6层）,4800
1177,BJ2742544183276879872,整租·亚胜铂第公馆 1房间 西,丰台,成寿寺,亚胜铂第公馆,51㎡,西,1房间1卫,低楼层（24层）,4600
1178,BJ2741260873992773632,整租·四方景园三区 1室1厅 东,丰台,成寿寺,四方景园三区,58㎡,东,1室1厅1卫,中楼层（14层）,4900
1179,BJ2679842729168470016,整租·西罗园四区 1室1厅 东,丰台,西罗园,西罗园四区,45㎡,东,1室1厅1卫,中楼层（6层）,4500
1180,BJ2731023337147858944,整租·西罗园南里 2室1厅 南/北,丰台,西罗园,西罗园南里,68㎡,南 北,2室1厅1卫,高楼层（6层）,4500
1181,BJ2740368532955987968,整租·西罗园一区 2室1厅 南/北,丰台,西罗园,西罗园一区,60㎡,南 北,2室1厅1卫,低楼层（6层）,4500
1182,BJ2739958194817204224,整租·西罗园四区 1室2厅 南,丰台,西罗园,西罗园四区,45㎡,南,1室2厅1卫,低楼层（6层）,5000
1183,BJ2742840693247983616,整租·西罗园一区 2室1厅 南/北,丰台,西罗园,西罗园一区,70㎡,南 北,2室1厅1卫,高楼层（22层）,5000
1184,BJ2672504896242327552,整租·西罗园四区 2室1厅 南/北,丰台,西罗园,西罗园四区,60㎡,南 北,2室1厅1卫,高楼层（6层）,4200
1185,BJ2609904568607178752,整租·蒲黄榆四里 2室1厅 南/北,丰台,蒲黄榆,蒲黄榆四里,53㎡,南 北,2室1厅1卫,高楼层（5层）,3800
1186,BJ2710952820948860928,整租·南三环中路15号院 2室1厅 东南,丰台,蒲黄榆,南三环中路15号院,63㎡,东南,2室1厅1卫,中楼层（7层）,5000
1187,BJ2736307235058884608,整租·蒲黄榆四里 3室1厅 南/北,丰台,蒲黄榆,蒲黄榆四里,58㎡,南 北,3室1厅1卫,高楼层（6层）,4500
1188,BJ2743347469080330240,整租·蒲黄榆四里 2室1厅 东/西,丰台,蒲黄榆,蒲黄榆四里,59㎡,东 西,2室1厅1卫,低楼层（6层）,4300
1189,BJ2388174778407059456,整租·蒲黄榆二巷 2室1厅 南/北,丰台,蒲黄榆,蒲黄榆二巷,57㎡,南 北,2室1厅1卫,高楼层（6层）,5000
1190,BJ2744157084340985856,整租·蒲安北里 1室1厅 南,丰台,蒲黄榆,蒲安北里,41㎡,南,1室1厅1卫,中楼层（6层）,4900
1191,BJ2700574335483256832,整租·宝隆温泉公寓 1室1厅 南,丰台,科技园区,宝隆温泉公寓,60㎡,南,1室1厅1卫,低楼层（31层）,4300
1192,BJ2725529872960331776,整租·天下儒寓 1室1厅 东/南,丰台,科技园区,天下儒寓,60㎡,东 南,1室1厅1卫,中楼层（28层）,4200
1193,BJ2737620523994857472,整租·中海御鑫阁 1室0厅 东,丰台,科技园区,中海御鑫阁,31㎡,东,1室0厅1卫,中楼层（20层）,3800
1194,BJ2739692545847607296,整租·设计师广场 1室0厅 西南,丰台,科技园区,设计师广场,46㎡,西南,1室0厅1卫,低楼层（26层）,3900
1195,BJ2741329175565565952,整租·设计师广场 1室0厅 东北,丰台,科技园区,设计师广场,47㎡,东北,1室0厅1卫,中楼层（26层）,3650
1196,BJ2742611044349517824,整租·首开花香西苑 1室1厅 东/西,丰台,科技园区,首开花香西苑,57㎡,东 西,1室1厅1卫,低楼层（29层）,4400
1197,BJ2463751948357345280,整租·西罗园北路 2室1厅 南/北,丰台,永定门,西罗园北路,72㎡,南 北,2室1厅1卫,高楼层（6层）,4500
1198,BJ2575134149879283712,整租·芳星园三区 2室1厅 南/北,丰台,方庄,芳星园三区,56㎡,南 北,2室1厅1卫,中楼层（6层）,4500
1199,BJ2635319120026927104,整租·海户西里 1室0厅 西,丰台,洋桥,海户西里,58㎡,西,1室0厅1卫,低楼层（12层）,3600
1200,BJ2741097061977169920,整租·民岳家园 1室0厅 西,丰台,岳各庄,民岳家园,54㎡,西,1室0厅1卫,中楼层（23层）,4500
1201,BJ2740383717435916288,整租·大井中里 1室1厅 东,丰台,岳各庄,大井中里,44㎡,东,1室1厅1卫,中楼层（5层）,3500
1202,BJ2742137254100074496,整租·大井南里 2室1厅 南/北,丰台,岳各庄,大井南里,70㎡,南 北,2室1厅1卫,高楼层（6层）,4600
1203,BJ2715879124748484608,整租·鸿业兴园二区 2室1厅 南/北,丰台,玉泉营,鸿业兴园二区,88㎡,南 北,2室1厅1卫,中楼层（18层）,5000
1204,BJ2737721102096154624,整租·郑王坟282号院 2室1厅 南/北,丰台,玉泉营,郑王坟282号院,85㎡,南 北,2室1厅1卫,低楼层（3层）,4200
1205,BJ2733831086940626944,整租·大井北里 1室1厅 南/北,丰台,岳各庄,大井北里,45㎡,南 北,1室1厅1卫,低楼层（6层）,4200
1206,BJ2633127447717494784,整租·葛村西里 2室1厅 南,丰台,玉泉营,葛村西里,62㎡,南,2室1厅1卫,中楼层（5层）,3600
1207,BJ2706471356425846784,整租·刘家村200号院 2室1厅 南/北,丰台,玉泉营,刘家村200号院,63㎡,南 北,2室1厅1卫,高楼层（6层）,3600
1208,BJ2581731202088312832,整租·新村三里 2室1厅 南/北,丰台,玉泉营,新村三里,54㎡,南 北,2室1厅1卫,高楼层（6层）,3800
1209,BJ2599113406200430592,整租·首经贸中街1号院 2室1厅 南/北,丰台,玉泉营,首经贸中街1号院,90㎡,南 北,2室1厅1卫,高楼层（21层）,5000
1210,BJ2669622329478488064,整租·葛洲坝中国府 1室0厅 西,丰台,玉泉营,葛洲坝中国府,55㎡,西,1室0厅1卫,低楼层（21层）,4350
1211,BJ2726750080391446528,整租·葛洲坝中国府 1室1厅 西,丰台,玉泉营,葛洲坝中国府,36㎡,西,1室1厅1卫,低楼层（18层）,4500
1212,BJ2741079406046363648,整租·三环新城7号院 2室1厅 西,丰台,玉泉营,三环新城7号院,63㎡,西,2室1厅1卫,中楼层（29层）,5000
1213,BJ2741089230112423936,整租·葛洲坝中国府 1室1厅 西,丰台,玉泉营,葛洲坝中国府,36㎡,西,1室1厅1卫,高楼层（18层）,4500
1214,BJ2741090386876301312,整租·育菲园东里 1室1厅 南,丰台,玉泉营,育菲园东里,44㎡,南,1室1厅1卫,低楼层（6层）,4200
1215,BJ2568837185642446848,整租·玉林东里三区 2室1厅 南/北,丰台,右安门外,玉林东里三区,57㎡,南 北,2室1厅1卫,中楼层（6层）,4100
1216,BJ2680215772629827584,整租·玉林里小区 2室1厅 南/西,丰台,右安门外,玉林里小区,64㎡,南 西,2室1厅1卫,高楼层（18层）,4500
1217,BJ2741279916720406528,整租·百合园 1室1厅 南/北,丰台,右安门外,百合园,58㎡,南 北,1室1厅1卫,高楼层（14层）,4700
1218,BJ2742007559132020736,整租·右外西三条 2室1厅 南/北,丰台,右安门外,右外西三条,40㎡,南 北,2室1厅1卫,中楼层（6层）,4200
1219,BJ2743326433497071616,整租·百合园 1室1厅 南,丰台,右安门外,百合园,60㎡,南,1室1厅1卫,低楼层（22层）,5000
1220,BJ2580237693884055552,整租·霍道口 2室1厅 南/北,丰台,右安门外,霍道口,60㎡,南 北,2室1厅1卫,高楼层（6层）,4200
1221,BJ2621648084504936448,整租·司达小区 2室1厅 南,丰台,角门,司达小区,51㎡,南,2室1厅1卫,高楼层（6层）,4200
1222,BJ2739691976327692288,整租·角门甲4号院 2室1厅 南/北,丰台,角门,角门甲4号院,56㎡,南 北,2室1厅1卫,高楼层（6层）,4200
1223,BJ2740408589163167744,整租·角门东里 2室1厅 东/西,丰台,角门,角门东里,55㎡,东 西,2室1厅1卫,高楼层（6层）,4500
1224,BJ2740484298775216128,整租·大红门35号院 1室1厅 东,丰台,角门,大红门35号院,50㎡,东,1室1厅1卫,中楼层（6层）,4500
1225,BJ2741354888335196160,整租·阳光花园 1室0厅 南,丰台,角门,阳光花园,46㎡,南,1室0厅1卫,低楼层（19层）,4800
1226,BJ2669419477619449856,整租·杏林园 1室1厅 南,丰台,角门,杏林园,71㎡,南,1室1厅1卫,中楼层（18层）,4300
1227,BJ2731072730748157952,整租·司达小区 1室1厅 南,丰台,角门,司达小区,40㎡,南,1室1厅1卫,中楼层（6层）,4500
1228,BJ2741250149618819072,整租·马家堡67号院 2室1厅 南/北,丰台,角门,马家堡67号院,65㎡,南 北,2室1厅1卫,高楼层（6层）,4600
1229,BJ2641116200159428608,整租·望园西里 2室0厅 南/北,丰台,七里庄,望园西里,46㎡,南 北,2室0厅1卫,高楼层（6层）,4600
1230,BJ2679153677843316736,整租·嘉丽园 1室1厅 东,丰台,马家堡,嘉丽园,52㎡,东,1室1厅1卫,高楼层（24层）,4600
1231,BJ2687607990630227968,整租·左右坊 1室1厅 东,丰台,马家堡,左右坊,39㎡,东,1室1厅1卫,高楼层（16层）,4300
1232,BJ2702690581792440320,整租·富卓苑 1室1厅 东北,丰台,马家堡,富卓苑,52㎡,东北,1室1厅1卫,中楼层（20层）,4600
1233,BJ2707793211312840704,整租·三星庄园 1室1厅 南/北,丰台,马家堡,三星庄园,60㎡,南 北,1室1厅1卫,低楼层（11层）,3500
1234,BJ2740629806453628928,整租·晨欣园 1室1厅 南,丰台,马家堡,晨欣园,52㎡,南,1室1厅1卫,高楼层（6层）,4500
1235,BJ2740688901579743232,整租·西马金润二区 1室0厅 北,丰台,马家堡,西马金润二区,46㎡,北,1室0厅1卫,低楼层（18层）,4200
1236,BJ2741974277296766976,整租·马家堡西里 1室1厅 西南,丰台,马家堡,马家堡西里,43㎡,西南,1室1厅1卫,高楼层（6层）,3900
1237,BJ2538151319123009536,整租·沸城 2室1厅 南/北,丰台,卢沟桥,沸城,92㎡,南 北,2室1厅1卫,高楼层（25层）,4300
1238,BJ2593366248192475136,整租·晓月苑五里 2室1厅 西南,丰台,卢沟桥,晓月苑五里,87㎡,西南,2室1厅1卫,低楼层（22层）,3999
1239,BJ2740411524807409664,整租·晓月苑五里 1室1厅 东南/东北,丰台,卢沟桥,晓月苑五里,55㎡,东南 东北,1室1厅1卫,低楼层（22层）,3300
1240,BJ2742085913730891776,整租·沸城 2室2厅 南,丰台,卢沟桥,沸城,94㎡,南,2室2厅1卫,高楼层（23层）,4600
1241,BJ2711685292817399808,整租·东木樨园 2室1厅 东/西,丰台,木樨园,东木樨园,65㎡,东 西,2室1厅1卫,低楼层（9层）,4200
1242,BJ2641247941033205760,整租·未来66 1室0厅 东/南,丰台,马家堡,未来66,52㎡,东 南,1室0厅1卫,中楼层（22层）,5000
1243,BJ2725938968913772544,整租·兴琦家园 1室0厅 北,丰台,马家堡,兴琦家园,41㎡,北,1室0厅1卫,低楼层（6层）,4000
1244,BJ2735553010917974016,整租·左右坊 1室0厅 西,丰台,马家堡,左右坊,39㎡,西,1室0厅1卫,高楼层（16层）,4200
1245,BJ2739650785117224960,整租·左右坊 1室0厅 东,丰台,马家堡,左右坊,36㎡,东,1室0厅1卫,中楼层（16层）,4100
1246,BJ2740415942902423552,整租·富卓苑 1室1厅 西/北,丰台,马家堡,富卓苑,53㎡,西 北,1室1厅1卫,低楼层（20层）,5000
1247,BJ2741290032055984128,整租·马家堡西里 1室1厅 西南,丰台,马家堡,马家堡西里,58㎡,西南,1室1厅1卫,中楼层（6层）,4800
1248,BJ2742605361679966208,整租·左右坊 1室1厅 西,丰台,马家堡,左右坊,37㎡,西,1室1厅1卫,中楼层（16层）,4200
1249,BJ2647161132955484160,整租·晓月苑二里 3室1厅 南/北,丰台,卢沟桥,晓月苑二里,89㎡,南 北,3室1厅1卫,高楼层（6层）,3900
1250,BJ2689795888368320512,整租·新月家园 2室1厅 南/北,丰台,卢沟桥,新月家园,85㎡,南 北,2室1厅1卫,高楼层（6层）,3500
1251,BJ2742062573804322816,整租·晓月新城 1室1厅 北,丰台,卢沟桥,晓月新城,58㎡,北,1室1厅1卫,中楼层（24层）,3500
1252,BJ2744038307884711936,整租·晓月苑二里 2室1厅 西北,丰台,卢沟桥,晓月苑二里,70㎡,西北,2室1厅1卫,高楼层（6层）,4500
1253,BJ2737649311121940480,整租·远中悦麒 1室0厅 西,丰台,木樨园,远中悦麒,52㎡,西,1室0厅1卫,低楼层（24层）,4000
1254,BJ2532587697030307840,整租·兆丰园 2室1厅 北,丰台,青塔,兆丰园,125㎡,北,2室1厅1卫,低楼层（26层）,5000
1255,BJ2744192195220209664,整租·蔚园 1室1厅 南,丰台,青塔,蔚园,46㎡,南,1室1厅1卫,高楼层（16层）,3500
1256,BJ2348605570329878528,整租·南木樨园 2室1厅 南/北,丰台,木樨园,南木樨园,58㎡,南 北,2室1厅1卫,高楼层（6层）,4800
1257,BJ2725189804244606976,整租·东木樨园 1室1厅 东,丰台,木樨园,东木樨园,57㎡,东,1室1厅1卫,低楼层（15层）,4100
1258,BJ2556603789121421312,整租·万科紫苑 2房间 北,丰台,青塔,万科紫苑,32㎡,北,2房间1卫,高楼层（9层）,4200
1259,BJ2629489882510131200,整租·张仪村4号院 2室1厅 东/西,丰台,青塔,张仪村4号院,62㎡,东 西,2室1厅1卫,高楼层（6层）,3100
1260,BJ2633127447717494784,整租·葛村西里 2室1厅 南,丰台,玉泉营,葛村西里,62㎡,南,2室1厅1卫,中楼层（5层）,3600
1261,BJ2706471356425846784,整租·刘家村200号院 2室1厅 南/北,丰台,玉泉营,刘家村200号院,63㎡,南 北,2室1厅1卫,高楼层（6层）,3600
1262,BJ2581731202088312832,整租·新村三里 2室1厅 南/北,丰台,玉泉营,新村三里,54㎡,南 北,2室1厅1卫,高楼层（6层）,3800
1263,BJ2599113406200430592,整租·首经贸中街1号院 2室1厅 南/北,丰台,玉泉营,首经贸中街1号院,90㎡,南 北,2室1厅1卫,高楼层（21层）,5000
1264,BJ2669622329478488064,整租·葛洲坝中国府 1室0厅 西,丰台,玉泉营,葛洲坝中国府,55㎡,西,1室0厅1卫,低楼层（21层）,4350
1265,BJ2726750080391446528,整租·葛洲坝中国府 1室1厅 西,丰台,玉泉营,葛洲坝中国府,36㎡,西,1室1厅1卫,低楼层（18层）,4500
1266,BJ2741079406046363648,整租·三环新城7号院 2室1厅 西,丰台,玉泉营,三环新城7号院,63㎡,西,2室1厅1卫,中楼层（29层）,5000
1267,BJ2741089230112423936,整租·葛洲坝中国府 1室1厅 西,丰台,玉泉营,葛洲坝中国府,36㎡,西,1室1厅1卫,高楼层（18层）,4500
1268,BJ2741090386876301312,整租·育菲园东里 1室1厅 南,丰台,玉泉营,育菲园东里,44㎡,南,1室1厅1卫,低楼层（6层）,4200
1269,BJ2739654702479720448,整租·万科紫苑 2房间 南,丰台,青塔,万科紫苑,72㎡,南,2房间1卫,低楼层（9层）,5000
1270,BJ2744281553122099200,整租·和义西里三区 1室1厅 南/北,丰台,和义,和义西里三区,55㎡,南 北,1室1厅1卫,高楼层（6层）,3500
1271,BJ2728923700467335168,整租·石榴园南里小区 1室1厅 南,丰台,刘家窑,石榴园南里小区,47㎡,南,1室1厅1卫,中楼层（6层）,4400
1272,BJ2716693292724535296,整租·万年花城新回迁 1室1厅 东/西,丰台,玉泉营,万年花城新回迁,72㎡,东 西,1室1厅1卫,低楼层（12层）,4800
1273,BJ2725358293596766208,整租·芳群园三区 2室1厅 东/西,丰台,方庄,芳群园三区,64㎡,东 西,2室1厅1卫,中楼层（6层）,4800
1274,BJ2722285799235665920,整租·玉林里小区 2室1厅 东/南/北,丰台,右安门外,玉林里小区,58㎡,东 南 北,2室1厅1卫,高楼层（6层）,4500
1275,BJ2718795352697208832,整租·菊源南里 2室1厅 南/北,丰台,旧宫,菊源南里,101㎡,南 北,2室1厅1卫,中楼层（6层）,4700
1276,BJ2743445150385840128,整租·广安﹒康馨家园 1室1厅 南,丰台,青塔,广安﹒康馨家园,56㎡,南,1室1厅1卫,中楼层（27层）,4500
1277,BJ2737011282505891840,整租·南庭新苑北区 2室1厅 南/北,丰台,新宫,南庭新苑北区,68㎡,南 北,2室1厅1卫,中楼层（16层）,5000
1278,BJ2743438088645640192,整租·马家堡西里 1室1厅 南,丰台,马家堡,马家堡西里,43㎡,南,1室1厅1卫,中楼层（18层）,4400
1279,BJ2733164882643132416,整租·晓月苑五里 1室1厅 南/北,丰台,卢沟桥,晓月苑五里,56㎡,南 北,1室1厅1卫,低楼层（22层）,3600
1280,BJ2737614996522401792,整租·京粮悦谷首城 1室1厅 南,丰台,新宫,京粮悦谷首城,67㎡,南,1室1厅1卫,低楼层（17层）,5000
