,house_code,title,district,community,housing_estate,size,orientation,house_type,floor,price
0,BJ2731956925163118592,整租·北苑家园望春园 3室1厅 南/北,朝阳,北苑,北苑家园望春园,130㎡,南 北,3室1厅2卫,低楼层（14层）,9900
1,BJ2683117046543155200,整租·大悦城公寓 1室0厅 西南,朝阳,朝青,大悦城公寓,92㎡,西南,1室0厅1卫,中楼层（32层）,10000
2,BJ2732561520008364032,整租·首城国际C区 3室2厅 南/西/北,朝阳,双井,首城国际C区,140㎡,南 西 北,3室2厅1卫,高楼层（28层）,12000
3,BJ2683350789535580160,整租·大悦城公寓 1室1厅 西,朝阳,朝青,大悦城公寓,90㎡,西,1室1厅1卫,中楼层（32层）,10000
4,BJ2732610081257422848,整租·远洋天地二期 2室1厅 西/北,朝阳,四惠,远洋天地二期,110㎡,西 北,2室1厅1卫,低楼层（26层）,10300
5,BJ2683115409716559872,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,92㎡,北,1室1厅1卫,低楼层（32层）,10000
6,BJ2732555313479172096,整租·梵谷水郡 3室1厅 南/北,朝阳,酒仙桥,梵谷水郡,131㎡,南 北,3室1厅2卫,低楼层（18层）,12000
7,BJ2731665135914721280,整租·后现代城C区 2室1厅 南,朝阳,大望路,后现代城C区,99㎡,南,2室1厅1卫,高楼层（27层）,11000
8,BJ2731215622556876800,整租·远洋新干线 1室1厅 北,朝阳,燕莎,远洋新干线,51㎡,北,1室1厅1卫,中楼层（27层）,9500
9,BJ2732411832286584832,整租·后现代城B区 1室1厅 北,朝阳,大望路,后现代城B区,110㎡,北,1室1厅0卫,高楼层（14层）,10000
10,BJ2732472705403330560,整租·沁园 3室2厅 西南/北,朝阳,管庄,沁园,132㎡,西南 北,3室2厅1卫,高楼层（26层）,10000
11,BJ2614358542211088384,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,90㎡,北,1室1厅1卫,高楼层（32层）,12000
12,BJ2732465360069459968,整租·沿海赛洛城二期 3室2厅 南/北,朝阳,百子湾,沿海赛洛城二期,127㎡,南 北,3室2厅2卫,低楼层（24层）,11500
13,BJ2670952711637172224,整租·大悦城公寓 1室1厅 西,朝阳,朝青,大悦城公寓,91㎡,西,1室1厅1卫,高楼层（32层）,10000
14,BJ2733176012958875648,整租·凯旋城 1室0厅 西,朝阳,亚运村小营,凯旋城,73㎡,西,1室0厅1卫,中楼层（18层）,10000
15,BJ2733137070020370432,整租·千鹤家园 2室1厅 南,朝阳,惠新西街,千鹤家园,111㎡,南,2室1厅1卫,高楼层（25层）,12000
16,BJ2733178992248233984,整租·亚运花园 2室1厅 西南,朝阳,亚运村小营,亚运花园,108㎡,西南,2室1厅1卫,高楼层（18层）,11000
17,BJ2733382705331830784,整租·富顿 2室1厅 东/南,朝阳,劲松,富顿,79㎡,东 南,2室1厅1卫,低楼层（23层）,9500
18,BJ2733466374364987392,整租·芍药居北里 2室1厅 南/北,朝阳,芍药居,芍药居北里,95㎡,南 北,2室1厅1卫,中楼层（28层）,12000
19,BJ2733399688690024448,整租·蓝堡国际公寓 1室1厅 东,朝阳,CBD,蓝堡国际公寓,67㎡,东,1室1厅1卫,低楼层（21层）,9890
20,BJ2733868956556468224,整租·国际友谊花园 2室1厅 北,朝阳,国展,国际友谊花园,104㎡,北,2室1厅1卫,低楼层（16层）,10800
21,BJ2663828026663911424,整租·大悦城公寓 1室1厅 西,朝阳,朝青,大悦城公寓,90㎡,西,1室1厅1卫,中楼层（28层）,11000
22,BJ2733930769893564416,整租·苹果社区南区 2室1厅 西北,朝阳,双井,苹果社区南区,86㎡,西北,2室1厅1卫,高楼层（27层）,10500
23,BJ2523657545722101760,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,92㎡,北,1室1厅1卫,中楼层（32层）,10000
24,BJ2733295322226245632,整租·安苑北里 3室1厅 南/北,朝阳,亚运村,安苑北里,70㎡,南 北,3室1厅1卫,高楼层（18层）,10000
25,BJ2529709973035302912,整租·大悦城公寓 1室1厅 东,朝阳,朝青,大悦城公寓,85㎡,东,1室1厅1卫,低楼层（32层）,10000
26,BJ2733935348571701248,整租·风度柏林 2室2厅 东,朝阳,大望路,风度柏林,96㎡,东,2室2厅1卫,中楼层（22层）,9500
27,BJ2649013722085343232,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,94㎡,北,1室1厅1卫,高楼层（32层）,10000
28,BJ2733869632191463424,整租·澳洲康都 2室1厅 南,朝阳,望京,澳洲康都,88㎡,南,2室1厅1卫,中楼层（28层）,10500
29,BJ2581698545866244096,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,90㎡,北,1室1厅1卫,低楼层（28层）,11000
30,BJ2654340047293661184,整租·国际创展中心 1室0厅 西,朝阳,甘露园,国际创展中心,110㎡,西,1室0厅0卫,高楼层（32层）,12000
31,BJ2683117046543155200,整租·大悦城公寓 1室0厅 西南,朝阳,朝青,大悦城公寓,92㎡,西南,1室0厅1卫,中楼层（32层）,10000
32,BJ2653445993470894080,整租·万象新天一区 3室2厅 南/北,朝阳,常营,万象新天一区,137㎡,南 北,3室2厅2卫,低楼层（6层）,9500
33,BJ2683350789535580160,整租·大悦城公寓 1室1厅 西,朝阳,朝青,大悦城公寓,90㎡,西,1室1厅1卫,中楼层（32层）,10000
34,BJ2655085956486668288,整租·朝阳园 3室2厅 东北,朝阳,朝青,朝阳园,125㎡,东北,3室2厅2卫,低楼层（31层）,11000
35,BJ2663828026663911424,整租·大悦城公寓 1室1厅 西,朝阳,朝青,大悦城公寓,90㎡,西,1室1厅1卫,中楼层（28层）,11000
36,BJ2655777872463544320,整租·火星园 2室1厅 南/北,朝阳,太阳宫,火星园,106㎡,南 北,2室1厅1卫,低楼层（27层）,12000
37,BJ2647158146971205632,整租·华威北里 3室2厅 西南,朝阳,潘家园,华威北里,103㎡,西南,3室2厅1卫,中楼层（18层）,10500
38,BJ2655713591289978880,整租·保利金泉 2室1厅 西南,朝阳,亚运村,保利金泉,116㎡,西南,2室1厅1卫,中楼层（30层）,11000
39,BJ2655620023028023296,整租·首开常青藤三期 3室1厅 南/北,朝阳,东坝,首开常青藤三期,138㎡,南 北,3室1厅2卫,中楼层（5层）,10500
40,BJ2510764580754964480,整租·润枫水尚西区 2室1厅 东/西,朝阳,朝青,润枫水尚西区,95㎡,东 西,2室1厅1卫,中楼层（12层）,9300
41,BJ2523657545722101760,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,92㎡,北,1室1厅1卫,中楼层（32层）,10000
42,BJ2501385011131842560,整租·首城国际中心 3房间 西,朝阳,双井,首城国际中心,62㎡,西,3房间2卫,中楼层（16层）,11500
43,BJ2529709973035302912,整租·大悦城公寓 1室1厅 东,朝阳,朝青,大悦城公寓,85㎡,东,1室1厅1卫,低楼层（32层）,10000
44,BJ2520978678309978112,整租·和乔丽致公寓 1室1厅 南,朝阳,CBD,和乔丽致公寓,110㎡,南,1室1厅1卫,低楼层（16层）,12000
45,BJ2517325078178840576,整租·中国铁建广场 2房间 东南,朝阳,北苑,中国铁建广场,100㎡,东南,2房间1卫,低楼层（29层）,10000
46,BJ2525358092817014784,整租·核桃园北里 3室1厅 南,朝阳,东大桥,核桃园北里,74㎡,南,3室1厅1卫,低楼层（20层）,11000
47,BJ2552650775243800576,整租·时间国际 1室1厅 东北,朝阳,三元桥,时间国际,78㎡,东北,1室1厅1卫,中楼层（12层）,9500
48,BJ2544240559489286144,整租·世界城 1室0厅 北,朝阳,东大桥,世界城,62㎡,北,1室0厅1卫,低楼层（29层）,10000
49,BJ2544145058895241216,整租·乐想汇 1房间 南/西,朝阳,北苑,乐想汇,96㎡,南 西,1房间1卫,中楼层（18层）,10000
50,BJ2554851362127495168,整租·富力又一城B区 4室1厅 南/北,朝阳,豆各庄,富力又一城B区,199㎡,南 北,4室1厅3卫,低楼层（22层）,11000
51,BJ2581698545866244096,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,90㎡,北,1室1厅1卫,低楼层（28层）,11000
52,BJ2557288521605840896,整租·地杰长安驿 1室1厅 西北,朝阳,建国门外,地杰长安驿,97㎡,西北,1室1厅1卫,低楼层（30层）,9300
53,BJ2581696127992864768,整租·大悦城公寓 1室1厅 北,朝阳,朝青,大悦城公寓,91㎡,北,1室1厅1卫,中楼层（28层）,10000
54,BJ2554290749969801216,整租·都市心海岸 2室2厅 跃层 东南/西北,朝阳,望京,都市心海岸,118㎡,东南 西北,2室2厅2卫,高楼层（12层）,11000
55,BJ2681684764238282752,整租·大悦城公寓 1室1厅 西,朝阳,朝青,大悦城公寓,88㎡,西,1室1厅1卫,低楼层（28层）,10000
56,BJ2556501593822330880,整租·东大桥路 3室0厅 南,朝阳,朝阳门外,东大桥路,71㎡,南,3室0厅1卫,高楼层（5层）,10000
57,BJ2742422697190359040,整租·千鹤家园 2室1厅 西,朝阳,惠新西街,千鹤家园,109㎡,西,2室1厅1卫,中楼层（25层）,10660
58,BJ2554429223683506176,整租·华纺新天地 2房间 南,朝阳,朝青,华纺新天地,91㎡,南,2房间1卫,低楼层（3层）,10000
59,BJ2740570668226576384,整租·小黄庄 3室1厅 南/北,朝阳,安贞,小黄庄,70㎡,南 北,3室1厅1卫,中楼层（6层）,9200
60,BJ2591077165253017600,整租·柏林爱乐二期 4室1厅 南/北,朝阳,常营,柏林爱乐二期,156㎡,南 北,4室1厅2卫,中楼层（7层）,11500
61,BJ2741274427885879296,整租·小黄庄前街13号院 3室1厅 南/北,朝阳,安贞,小黄庄前街13号院,74㎡,南 北,3室1厅1卫,中楼层（6层）,10500
62,BJ2593381538804531200,整租·芳林苑 4室1厅 东北,朝阳,方庄,芳林苑,160㎡,东北,4室1厅2卫,中楼层（22层）,12000
63,BJ2652239481062555648,整租·世纪嘉园 4室1厅 东南,朝阳,惠新西街,世纪嘉园,191㎡,东南,4室1厅2卫,中楼层（28层）,12000
64,BJ2591822695272824832,整租·华纺易城 3室2厅 南/北,朝阳,朝青,华纺易城,136㎡,南 北,3室2厅1卫,低楼层（12层）,11500
65,BJ2406884872582078464,整租·芍药居北里 2室1厅 南,朝阳,芍药居,芍药居北里,98㎡,南,2室1厅1卫,高楼层（24层）,9930
66,BJ2596352629475393536,整租·远洋商务 2室1厅 东/西/北,朝阳,四惠,远洋商务,101㎡,东 西 北,2室1厅1卫,低楼层（32层）,12000
67,BJ2595570164565016576,整租·首城国际B区 2室1厅 南/西/北,朝阳,双井,首城国际B区,89㎡,南 西 北,2室1厅1卫,高楼层（28层）,9800
68,BJ2605103268153524224,整租·呼家楼新苑 1室1厅 南,朝阳,红庙,呼家楼新苑,43㎡,南,1室1厅1卫,中楼层（22层）,10000
69,BJ2610765758656937984,整租·地杰长安驿 1室1厅 南,朝阳,建国门外,地杰长安驿,100㎡,南,1室1厅1卫,中楼层（30层）,10000
70,BJ2609379856026173440,整租·京师园 2室1厅 南/北,朝阳,奥林匹克公园,京师园,118㎡,南 北,2室1厅2卫,中楼层（21层）,11000
71,BJ2736609815043784704,整租·富力城A区 1室1厅 西,朝阳,双井,富力城A区,66㎡,西,1室1厅1卫,低楼层（28层）,10190
72,BJ2622406666578305024,整租·卡布其诺 3室1厅 南/北,朝阳,酒仙桥,卡布其诺,107㎡,南 北,3室1厅2卫,中楼层（9层）,10770
73,BJ2401423563203543040,整租·富力城A区 2室1厅 南,朝阳,双井,富力城A区,89㎡,南,2室1厅1卫,低楼层（28层）,11930
74,BJ2622466744060477440,整租·裘马都 1室1厅 西/东北,朝阳,三元桥,裘马都,77㎡,西 东北,1室1厅1卫,高楼层（17层）,12000
75,BJ2608775403845984256,整租·万象新天天际高尔夫 3室2厅 南/北,朝阳,常营,万象新天天际高尔夫,120㎡,南 北,3室2厅2卫,高楼层（18层）,9500
76,BJ2623137963705638912,整租·壹线国际 3室1厅 南/北,朝阳,四惠,壹线国际,105㎡,南 北,3室1厅1卫,中楼层（9层）,9800
77,BJ2628957401248186368,整租·佳境天城 3房间 西北,朝阳,望京,佳境天城,115㎡,西北,3房间1卫,中楼层（25层）,10500
78,BJ2622242168668168192,整租·澳林春天五期 3室1厅 西南,朝阳,奥林匹克公园,澳林春天五期,133㎡,西南,3室1厅1卫,高楼层（24层）,11700
79,BJ2630216693217239040,整租·金隅国际 2室1厅 东南,朝阳,望京,金隅国际,128㎡,东南,2室1厅1卫,高楼层（31层）,11000
80,BJ2631716692233035776,整租·青年汇佳园 3房间 南,朝阳,朝青,青年汇佳园,94㎡,南,3房间1卫,低楼层（16层）,10500
81,BJ2404308913500995584,整租·金海国际南区 2室1厅 西南,朝阳,百子湾,金海国际南区,108㎡,西南,2室1厅2卫,中楼层（23层）,10990
82,BJ2620885069824802816,整租·后现代城C区 2室1厅 东南,朝阳,大望路,后现代城C区,127㎡,东南,2室1厅2卫,中楼层（18层）,11000
83,BJ2200634577720967168,整租·珠江帝景 1室1厅 西北,朝阳,大望路,珠江帝景,72㎡,西北,1室1厅1卫,中楼层（26层）,9430
84,BJ2626916593455865856,整租·双花园南里二区 3室1厅 西南/北,朝阳,双井,双花园南里二区,116㎡,西南 北,3室1厅2卫,中楼层（22层）,12000
85,BJ2737347140157448192,整租·林奥嘉园 2室1厅 东,朝阳,奥林匹克公园,林奥嘉园,80㎡,东,2室1厅1卫,中楼层（24层）,10360
86,BJ2638220331629944832,整租·10AM新坐标 1室1厅 西,朝阳,方庄,10AM新坐标,150㎡,西,1室1厅1卫,低楼层（29层）,10600
87,BJ2703315891877322752,整租·晶都国际 2室1厅 北,朝阳,酒仙桥,晶都国际,106㎡,北,2室1厅1卫,低楼层（20层）,10790
88,BJ2636828642126610432,整租·中国铁建广场 2房间 东,朝阳,北苑,中国铁建广场,98㎡,东,2房间1卫,中楼层（29层）,11000
89,BJ2730899001703399424,整租·和平街十一区 2室1厅 南,朝阳,和平里,和平街十一区,93㎡,南,2室1厅1卫,高楼层（19层）,10190
