,house_code,title,district,community,housing_estate,size,orientation,house_type,floor,price
40,BJ2665310132417863680,整租·华纺易城 2室1厅 西北,朝阳,朝青,华纺易城,86㎡,西北,2室1厅1卫,低楼层（18层）,8300
41,BJ2679202809140232192,整租·润泽公馆 2室1厅 南,朝阳,北苑,润泽公馆,87㎡,南,2室1厅1卫,中楼层（24层）,8490
42,BJ2665137227704836096,整租·工体东路 2室1厅 东/南/西,朝阳,东大桥,工体东路,58㎡,东 南 西,2室1厅1卫,中楼层（5层）,7200
43,BJ2728294386575351808,整租·幸福二村 2室1厅 南,朝阳,工体,幸福二村,54㎡,南,2室1厅1卫,高楼层（6层）,7660
44,BJ2673301523136004096,整租·美华世纪 2室1厅 西北,朝阳,建国门外,美华世纪,82㎡,西北,2室1厅1卫,中楼层（12层）,8000
45,BJ2671838454471458816,整租·蓝堡国际公寓 1室1厅 北,朝阳,CBD,蓝堡国际公寓,41㎡,北,1室1厅1卫,低楼层（21层）,8500
46,BJ2673256521777029120,整租·中广宜景湾 2室1厅 西南,朝阳,望京,中广宜景湾,105㎡,西南,2室1厅1卫,中楼层（26层）,9000
47,BJ2673725021960011776,整租·双花园南里一区 2室1厅 东/西,朝阳,双井,双花园南里一区,72㎡,东 西,2室1厅1卫,高楼层（6层）,8300
48,BJ2668719119674908672,整租·国美第一城3号院 2室1厅 东南/东北,朝阳,朝青,国美第一城3号院,88㎡,东南 东北,2室1厅1卫,中楼层（27层）,7300
49,BJ2644978442436608000,整租·万科青青家园 4室2厅 跃层 东南/北,朝阳,豆各庄,万科青青家园,156㎡,东南 北,4室2厅3卫,中楼层（5层）,7800
50,BJ2643257215527690240,整租·幸福二村 2室1厅 南/北,朝阳,工体,幸福二村,66㎡,南 北,2室1厅1卫,高楼层（6层）,7200
51,BJ2728960761052807168,整租·小关北里 1室1厅 南,朝阳,惠新西街,小关北里,54㎡,南,1室1厅1卫,低楼层（12层）,7060
52,BJ2644807144561983488,整租·世华泊郡 2室1厅 南,朝阳,北苑,世华泊郡,88㎡,南,2室1厅1卫,低楼层（16层）,7200
53,BJ2732290312294121472,整租·紫薇天悦 1室1厅 西,朝阳,亚运村小营,紫薇天悦,59㎡,西,1室1厅1卫,高楼层（10层）,7790
54,BJ2647617133475282944,整租·恋日国际 1室1厅 东,朝阳,CBD,恋日国际,77㎡,东,1室1厅1卫,高楼层（21层）,8000
55,BJ2730111692540485632,整租·甜水园北里 2室1厅 北,朝阳,甜水园,甜水园北里,64㎡,北,2室1厅1卫,低楼层（12层）,6990
56,BJ2647864797655203840,整租·奥林匹克花园四期 2室1厅 南/北,朝阳,东坝,奥林匹克花园四期,89㎡,南 北,2室1厅1卫,高楼层（9层）,7000
57,BJ2731967053207437312,整租·澳洲康都 1室1厅 南,朝阳,望京,澳洲康都,67㎡,南,1室1厅1卫,中楼层（28层）,7800
58,BJ2647735527125549056,整租·欧陆经典 2室1厅 东/北,朝阳,亚运村小营,欧陆经典,102㎡,东 北,2室1厅2卫,低楼层（20层）,9000
59,BJ2590620131482664960,整租·兴隆家园 2室1厅 东,朝阳,高碑店,兴隆家园,77㎡,东,2室1厅1卫,中楼层（7层）,7290
60,BJ2516554788402380800,整租·京棉新城三厂 2室1厅 东,朝阳,四惠,京棉新城三厂,83㎡,东,2室1厅1卫,中楼层（28层）,7100
61,BJ2728294386575351808,整租·幸福二村 2室1厅 南,朝阳,工体,幸福二村,54㎡,南,2室1厅1卫,高楼层（6层）,7660
62,BJ2510911715278340096,整租·千鹤家园 1室1厅 北,朝阳,惠新西街,千鹤家园,98㎡,北,1室1厅1卫,高楼层（25层）,8500
63,BJ2735166136731058176,整租·珠江绿洲 2室1厅 西南,朝阳,双桥,珠江绿洲,99㎡,西南,2室1厅1卫,低楼层（31层）,8830
64,BJ2544095173487362048,整租·世华泊郡 3室1厅 南,朝阳,北苑,世华泊郡,88㎡,南,3室1厅1卫,高楼层（27层）,8500
65,BJ2736598379483373568,整租·远洋天地一期 1室1厅 东,朝阳,四惠,远洋天地一期,63㎡,东,1室1厅1卫,高楼层（9层）,8360
66,BJ2537648349335519232,整租·世奥国际中心 1房间 南,朝阳,芍药居,世奥国际中心,66㎡,南,1房间1卫,低楼层（25层）,7200
67,BJ2534534319813705728,整租·世纪村东区 2室1厅 南/北,朝阳,亚运村小营,世纪村东区,74㎡,南 北,2室1厅1卫,低楼层（6层）,7200
68,BJ2536231419106574336,整租·东亚望京中心 2房间 南,朝阳,望京,东亚望京中心,59㎡,南,2房间1卫,低楼层（34层）,9000
69,BJ2556433423975849984,整租·苹果社区北区 1室0厅 南,朝阳,双井,苹果社区北区,59㎡,南,1室0厅1卫,中楼层（21层）,9000
70,BJ2549927110516932608,整租·万科青青家园 3室2厅 南/北,朝阳,豆各庄,万科青青家园,140㎡,南 北,3室2厅2卫,低楼层（9层）,8000
71,BJ2736669418804756480,整租·壹线国际 1室1厅 南,朝阳,四惠,壹线国际,85㎡,南,1室1厅1卫,高楼层（9层）,8590
72,BJ2558739524087980032,整租·望京花园西区 3室1厅 南,朝阳,望京,望京花园西区,96㎡,南,3室1厅2卫,高楼层（24层）,9000
73,BJ2736995010762244096,整租·科学园南里七区 2室1厅 南/北,朝阳,南沙滩,科学园南里七区,68㎡,南 北,2室1厅1卫,高楼层（6层）,7400
74,BJ2560218422273384448,整租·首开东都汇 2房间 西,朝阳,常营,首开东都汇,63㎡,西,2房间1卫,中楼层（14层）,7000
75,BJ2564470010450296832,整租·左家庄南里 3室1厅 南/北,朝阳,国展,左家庄南里,68㎡,南 北,3室1厅1卫,低楼层（6层）,7500
76,BJ2564456023226327040,整租·百子湾家园二区 2室1厅 南/北,朝阳,百子湾,百子湾家园二区,99㎡,南 北,2室1厅1卫,低楼层（22层）,7600
77,BJ2559232044907364352,整租·泰悦豪庭 1室0厅 南,朝阳,三里屯,泰悦豪庭,59㎡,南,1室0厅1卫,低楼层（22层）,7500
78,BJ2566589142482034688,整租·锦鸿阁 1室1厅 东,朝阳,和平里,锦鸿阁,76㎡,东,1室1厅1卫,中楼层（14层）,9000
79,BJ2570813777516183552,整租·朗廷 4房间 西北,朝阳,管庄,朗廷,45㎡,西北,4房间1卫,高楼层（12层）,7000
80,BJ2566601895615397888,整租·明天第一城6号院 3房间 南/北,朝阳,立水桥,明天第一城6号院,80㎡,南 北,3房间1卫,中楼层（21层）,7000
81,BJ2679202809140232192,整租·润泽公馆 2室1厅 南,朝阳,北苑,润泽公馆,87㎡,南,2室1厅1卫,中楼层（24层）,8490
82,BJ2565289319484882944,整租·东一时区 2室2厅 南/北,朝阳,双桥,东一时区,121㎡,南 北,2室2厅2卫,低楼层（15层）,7300
83,BJ2695787302743457792,整租·小关北里 2室2厅 南/北,朝阳,惠新西街,小关北里,78㎡,南 北,2室2厅1卫,低楼层（12层）,7800
84,BJ2571138051732406272,整租·安贞西里 2室1厅 南/北,朝阳,安贞,安贞西里,65㎡,南 北,2室1厅1卫,高楼层（6层）,7300
85,BJ2705013321396133888,整租·芍药居北里 3室1厅 南/北,朝阳,芍药居,芍药居北里,78㎡,南 北,3室1厅1卫,中楼层（24层）,8000
86,BJ2572375073356775424,整租·世奥国际中心 1房间 南,朝阳,芍药居,世奥国际中心,68㎡,南,1房间1卫,高楼层（25层）,7000
87,BJ2594017166349041664,整租·世安家园 2室1厅 西南,朝阳,望京,世安家园,80㎡,西南,2室1厅1卫,高楼层（24层）,8500
88,BJ2579605727068815360,整租·远洋一方北润园 3室2厅 南/北,朝阳,双桥,远洋一方北润园,117㎡,南 北,3室2厅1卫,低楼层（18层）,7300
89,BJ2608041754007707648,整租·大羊坊2号院 3室1厅 南/北,朝阳,北苑,大羊坊2号院,110㎡,南 北,3室1厅2卫,高楼层（3层）,8000
90,BJ2568152158767947776,整租·阳明广场 1室2厅 东,朝阳,亚运村小营,阳明广场,84㎡,东,1室2厅1卫,高楼层（19层）,7000
91,BJ2421128531162701824,整租·北苑家园茉藜园 1室1厅 西,朝阳,北苑,北苑家园茉藜园,68㎡,西,1室1厅1卫,低楼层（26层）,7290
92,BJ2510913286447841280,整租·千鹤家园 2室1厅 北,朝阳,惠新西街,千鹤家园,104㎡,北,2室1厅1卫,高楼层（25层）,8500
93,BJ2503616581633056768,整租·高原街7号院 2室1厅 南/北,朝阳,芍药居,高原街7号院,68㎡,南 北,2室1厅1卫,低楼层（6层）,7500
94,BJ2517293823969992704,整租·富东嘉园 3室1厅 东/西,朝阳,东坝,富东嘉园,99㎡,东 西,3室1厅1卫,中楼层（6层）,8000
95,BJ2504117004202409984,整租·胜古南里 2室1厅 南,朝阳,惠新西街,胜古南里,68㎡,南,2室1厅1卫,中楼层（5层）,7500
96,BJ2523035954944950272,整租·光华里社区 2室1厅 南/北,朝阳,CBD,光华里社区,51㎡,南 北,2室1厅1卫,低楼层（4层）,7300
97,BJ2539760989381853184,整租·乐想汇 1房间 南,朝阳,北苑,乐想汇,73㎡,南,1房间1卫,中楼层（18层）,7000
98,BJ2539763419494752256,整租·乐想汇 1房间 南,朝阳,北苑,乐想汇,73㎡,南,1房间1卫,中楼层（18层）,7000
99,BJ2521547650126585856,整租·东大桥斜街 2室1厅 南,朝阳,东大桥,东大桥斜街,49㎡,南,2室1厅1卫,中楼层（5层）,7000
100,BJ2529017555923255296,整租·金隅凤麟洲 3室2厅 错层 东/南/北,朝阳,朝青,金隅凤麟洲,116㎡,东 南 北,3室2厅2卫,低楼层（9层）,9000
101,BJ2504226655850479616,整租·高原街7号院 2室1厅 南/北,朝阳,芍药居,高原街7号院,71㎡,南 北,2室1厅1卫,低楼层（24层）,7000
102,BJ2535412083135627264,整租·世奥国际中心 1房间 北,朝阳,芍药居,世奥国际中心,65㎡,北,1房间1卫,高楼层（25层）,7000
103,BJ2200634313387540480,整租·东直门外大街(朝阳） 1室1厅 南,朝阳,工体,东直门外大街(朝阳）,37㎡,南,1室1厅1卫,高楼层（5层）,6930
104,BJ2533290130660401152,整租·花家地西里二区 3室1厅 东/西,朝阳,望京,花家地西里二区,86㎡,东 西,3室1厅1卫,高楼层（6层）,7500
105,BJ2534153266112241664,整租·万科青青家园 3室2厅 南/北,朝阳,豆各庄,万科青青家园,144㎡,南 北,3室2厅2卫,中楼层（9层）,8000
106,BJ2536816298944634880,整租·中国铁建广场 2房间 东,朝阳,北苑,中国铁建广场,79㎡,东,2房间1卫,低楼层（29层）,8000
107,BJ2539090509461192704,整租·三源里南小街 3室1厅 南/北,朝阳,亮马桥,三源里南小街,65㎡,南 北,3室1厅1卫,高楼层（6层）,7500
108,BJ2544182907355283456,整租·中海城圣朝菲 3室1厅 东/西,朝阳,成寿寺,中海城圣朝菲,103㎡,东 西,3室1厅1卫,低楼层（11层）,7500
109,BJ2550685268722327552,整租·摩码大厦 1室0厅 西,朝阳,团结湖,摩码大厦,51㎡,西,1室0厅1卫,中楼层（20层）,7000
110,BJ2542589956941938688,整租·工体东路 2室1厅 东/西,朝阳,东大桥,工体东路,63㎡,东 西,2室1厅1卫,中楼层（5层）,9000
111,BJ2200627138175451136,整租·牛王庙 2室1厅 南,朝阳,燕莎,牛王庙,51㎡,南,2室1厅1卫,高楼层（5层）,7360
112,BJ2547733035156250624,整租·慧忠北里第四社区 2室1厅 东,朝阳,亚运村,慧忠北里第四社区,78㎡,东,2室1厅1卫,低楼层（25层）,7400
113,BJ2200641583224209408,整租·通惠家园 1室1厅 西,朝阳,四惠,通惠家园,60㎡,西,1室1厅1卫,中楼层（28层）,7030
114,BJ2547607875631988736,整租·安华里社区 2室1厅 南,朝阳,安贞,安华里社区,60㎡,南,2室1厅1卫,高楼层（18层）,7500
115,BJ2200660025419513856,整租·n次方 2室1厅 西,朝阳,北苑,n次方,65㎡,西,2室1厅1卫,中楼层（18层）,8230
116,BJ2575181566485463040,整租·黄金苑 3室2厅 东/西,朝阳,北苑,黄金苑,83㎡,东 西,3室2厅1卫,低楼层（6层）,7600
117,BJ2208531209540345856,整租·甜水园北里 2室1厅 南,朝阳,甜水园,甜水园北里,64㎡,南,2室1厅1卫,低楼层（12层）,7330
118,BJ2577425894977044480,整租·百子湾家园三区 2室1厅 南,朝阳,百子湾,百子湾家园三区,102㎡,南,2室1厅1卫,中楼层（16层）,7800
119,BJ2209488070465044480,整租·通惠家园 1室1厅 东,朝阳,四惠,通惠家园,60㎡,东,1室1厅1卫,低楼层（28层）,6960
120,BJ2603447846879363072,整租·中国铁建广场 3房间 东北,朝阳,北苑,中国铁建广场,70㎡,东北,3房间1卫,高楼层（29层）,7000
121,BJ2280216641457356800,整租·小关北里 1室1厅 南,朝阳,惠新西街,小关北里,47㎡,南,1室1厅1卫,高楼层（6层）,7290
122,BJ2599041266327502848,整租·复地国际公寓 1房间 西,朝阳,东大桥,复地国际公寓,40㎡,西,1房间1卫,低楼层（23层）,7500
123,BJ2381836625190854656,整租·珠江绿洲 2室1厅 北,朝阳,双桥,珠江绿洲,106㎡,北,2室1厅1卫,低楼层（31层）,8330
124,BJ2602057244019531776,整租·圣馨大地 1室1厅 东,朝阳,望京,圣馨大地,116㎡,东,1室1厅2卫,中楼层（28层）,8300
125,BJ2502729408516210688,整租·安苑里 2室1厅 南/北,朝阳,亚运村,安苑里,68㎡,南 北,2室1厅1卫,低楼层（6层）,7200
126,BJ2605080367488565248,整租·万象新天二区 3室1厅 南/北,朝阳,常营,万象新天二区,132㎡,南 北,3室1厅1卫,高楼层（15层）,8800
127,BJ2608602462835449856,整租·锦绣馨园 2室1厅 南,朝阳,亚运村小营,锦绣馨园,59㎡,南,2室1厅1卫,高楼层（16层）,9000
128,BJ2607042423926292480,整租·团结湖北三条 2室1厅 南/北,朝阳,团结湖,团结湖北三条,64㎡,南 北,2室1厅1卫,中楼层（5层）,7300
129,BJ2608020744134721536,整租·金隅国际 1室0厅 北,朝阳,望京,金隅国际,58㎡,北,1室0厅1卫,中楼层（31层）,7500
130,BJ2612149143279509504,整租·柏林郡 3室2厅 南/北,朝阳,十八里店,柏林郡,106㎡,南 北,3室2厅2卫,高楼层（27层）,7500
131,BJ2481702900334862336,整租·弘善家园 2室1厅 东,朝阳,潘家园,弘善家园,76㎡,东,2室1厅1卫,中楼层（28层）,7090
132,BJ2610786725521801216,整租·燕莎后 2室2厅 西南,朝阳,酒仙桥,燕莎后,110㎡,西南,2室2厅1卫,中楼层（18层）,8800
133,BJ2066647846651961344,整租·小关北里 1室1厅 南,朝阳,惠新西街,小关北里,47㎡,南,1室1厅1卫,高楼层（14层）,7330
134,BJ2619361817209872384,整租·甘露西园 3室1厅 东南,朝阳,十里堡,甘露西园,94㎡,东南,3室1厅1卫,高楼层（14层）,8000
135,BJ2612394609821106176,整租·国际友谊花园 1室1厅 北,朝阳,国展,国际友谊花园,84㎡,北,1室1厅1卫,中楼层（16层）,9000
136,BJ2612099011489824768,整租·中国铁建广场 3房间 东,朝阳,北苑,中国铁建广场,79㎡,东,3房间1卫,高楼层（29层）,7200
137,BJ2612285785525207040,整租·后现代城D区 2室1厅 西北,朝阳,大望路,后现代城D区,95㎡,西北,2室1厅1卫,中楼层（28层）,8500
138,BJ2617183370832257024,整租·万象新天二区 2室1厅 南/北,朝阳,常营,万象新天二区,97㎡,南 北,2室1厅1卫,中楼层（6层）,7800
139,BJ2615163745424646144,整租·双花园西里 2室1厅 南/北,朝阳,双井,双花园西里,84㎡,南 北,2室1厅1卫,低楼层（7层）,7200
140,BJ2628239034371284992,整租·世纪村东区 2室1厅 南,朝阳,亚运村小营,世纪村东区,60㎡,南,2室1厅1卫,高楼层（24层）,8800
141,BJ2064421061868388352,整租·泰悦豪庭 1室1厅 西,朝阳,三里屯,泰悦豪庭,62㎡,西,1室1厅1卫,低楼层（22层）,8260
142,BJ2616568211340271616,整租·慧忠北里第四社区 2室1厅 东/东南,朝阳,亚运村,慧忠北里第四社区,83㎡,东 东南,2室1厅1卫,低楼层（25层）,6900
143,BJ2067452467419299840,整租·通惠家园 2室1厅 南,朝阳,四惠,通惠家园,86㎡,南,2室1厅1卫,中楼层（28层）,8230
144,BJ2620858014936342528,整租·美立方 3房间 南/北,朝阳,北苑,美立方,63㎡,南 北,3房间2卫,中楼层（13层）,7200
145,BJ2200634313387540480,整租·东直门外大街(朝阳） 1室1厅 南,朝阳,工体,东直门外大街(朝阳）,37㎡,南,1室1厅1卫,高楼层（5层）,6930
146,BJ2623659088244121600,整租·兴隆家园 3室1厅 南/北,朝阳,高碑店,兴隆家园,100㎡,南 北,3室1厅1卫,低楼层（24层）,7700
147,BJ2200627138175451136,整租·牛王庙 2室1厅 南,朝阳,燕莎,牛王庙,51㎡,南,2室1厅1卫,高楼层（5层）,7360
148,BJ2629511809198981120,整租·三里屯南路 2室1厅 东,朝阳,三里屯,三里屯南路,65㎡,东,2室1厅1卫,低楼层（12层）,8200
149,BJ2200641583224209408,整租·通惠家园 1室1厅 西,朝阳,四惠,通惠家园,60㎡,西,1室1厅1卫,中楼层（28层）,7030
150,BJ2734796308589592576,整租·东方雅苑 2室1厅 南/北,朝阳,大望路,东方雅苑,81㎡,南 北,2室1厅1卫,中楼层（21层）,8700
151,BJ2664844468951728128,整租·芍药居甲2号院 2室1厅 南,朝阳,芍药居,芍药居甲2号院,60㎡,南,2室1厅1卫,高楼层（6层）,7490
152,BJ2734749778834898944,整租·公园五号 1室0厅 东,朝阳,甜水园,公园五号,56㎡,东,1室0厅1卫,中楼层（16层）,8300
153,BJ2738745948510355456,整租·康家园 2室1厅 东南,朝阳,甘露园,康家园,95㎡,东南,2室1厅1卫,中楼层（18层）,8390
154,BJ2734176824635424768,整租·公园1872 1室0厅 西,朝阳,石佛营,公园1872,66㎡,西,1室0厅1卫,低楼层（21层）,7800
155,BJ2740454710258704384,整租·安华西里社区 2室1厅 南/北,朝阳,安贞,安华西里社区,55㎡,南 北,2室1厅1卫,中楼层（6层）,7100
156,BJ2734029131732746240,整租·芍药居14号院 2室1厅 南/北,朝阳,芍药居,芍药居14号院,60㎡,南 北,2室1厅1卫,低楼层（6层）,7200
157,BJ2734203199098994688,整租·润泽公馆 1室1厅 南,朝阳,北苑,润泽公馆,61㎡,南,1室1厅1卫,中楼层（26层）,7200
158,BJ2734795474367692800,整租·北纬40度二期 1室1厅 南,朝阳,望京,北纬40度二期,68㎡,南,1室1厅1卫,中楼层（29层）,8200
159,BJ2734782434200518656,整租·潘家园东里 4室1厅 东/北,朝阳,潘家园,潘家园东里,105㎡,东 北,4室1厅1卫,高楼层（18层）,8500
160,BJ2734593156199743488,整租·苹果派 2室1厅 南/北,朝阳,常营,苹果派,96㎡,南 北,2室1厅1卫,高楼层（10层）,7200
161,BJ2740531385784868864,整租·利泽西园 3室1厅 西,朝阳,望京,利泽西园,100㎡,西,3室1厅1卫,低楼层（24层）,8800
162,BJ2734584756427046912,整租·国展新座 1室0厅 东,朝阳,西坝河,国展新座,57㎡,东,1室0厅1卫,低楼层（18层）,7200
163,BJ2740513757603577856,整租·育慧西里 3室1厅 南/北,朝阳,亚运村小营,育慧西里,87㎡,南 北,3室1厅1卫,中楼层（7层）,8500
164,BJ2734592301056655360,整租·核桃园北里 2室1厅 南/北,朝阳,东大桥,核桃园北里,60㎡,南 北,2室1厅1卫,中楼层（6层）,7600
165,BJ2734702126533189632,整租·方恒国际中心 1室1厅 东北,朝阳,望京,方恒国际中心,69㎡,东北,1室1厅1卫,低楼层（28层）,8500
166,BJ2734709319018233856,整租·首开常青藤四期 3室1厅 南/北,朝阳,东坝,首开常青藤四期,90㎡,南 北,3室1厅1卫,高楼层（9层）,8300
167,BJ2734940022054076416,整租·沿海赛洛城三期 2室1厅 南/北,朝阳,百子湾,沿海赛洛城三期,76㎡,南 北,2室1厅1卫,高楼层（11层）,8200
168,BJ2735403154081587200,整租·林达海渔广场 3房间 南/北,朝阳,十里河,林达海渔广场,82㎡,南 北,3房间1卫,中楼层（15层）,7200
169,BJ2735366496804421632,整租·国美第一城3号院 2室1厅 西南,朝阳,朝青,国美第一城3号院,87㎡,西南,2室1厅1卫,低楼层（27层）,7600
170,BJ2729028083473448960,整租·公园五号 1室0厅 东,朝阳,甜水园,公园五号,58㎡,东,1室0厅1卫,高楼层（16层）,8300
171,BJ2731036623293915136,常楹公元 1室1厅 南,朝阳,常营,常楹公元,59㎡,南,1室1厅1卫,高楼层（25层）,8000
172,BJ2733328984174764032,整租·左家庄北里 2室1厅 东南,朝阳,国展,左家庄北里,60㎡,东南,2室1厅1卫,低楼层（6层）,7000
173,BJ2734045606329712640,整租·美景东方 2室1厅 西/北,朝阳,华威桥,美景东方,81㎡,西 北,2室1厅1卫,低楼层（25层）,7500
174,BJ2734092675094413312,整租·左家庄南里 2室1厅 西/北,朝阳,国展,左家庄南里,55㎡,西 北,2室1厅1卫,低楼层（6层）,7300
175,BJ2734130030623342592,整租·东大桥斜街 3室1厅 南/西南,朝阳,东大桥,东大桥斜街,79㎡,南 西南,3室1厅1卫,高楼层（14层）,9000
176,BJ2734597953552654336,珠江绿洲 2室1厅 南/北,朝阳,双桥,珠江绿洲,142㎡,南 北,2室1厅1卫,高楼层（31层）,7200
177,BJ2734770577725734912,整租·风度柏林 2室1厅 东,朝阳,大望路,风度柏林,89㎡,东,2室1厅1卫,低楼层（22层）,8900
178,BJ2735304314553122816,整租·甜水园北里 3室1厅 东/西,朝阳,甜水园,甜水园北里,73㎡,东 西,3室1厅1卫,低楼层（6层）,8800
179,BJ2735308108703203328,整租·中安盛业 1室1厅 东,朝阳,亚运村小营,中安盛业,88㎡,东,1室1厅1卫,低楼层（24层）,8500
