,house_code,title,district,community,housing_estate,size,orientation,house_type,floor,price
39,BJ2726927208810545152,整租·中信新城西区 5室2厅 东/南/北,大兴,亦庄开发区其它,中信新城西区,230㎡,东 南 北,5室2厅2卫,高楼层（19层）,30000
40,BJ2727423326019657728,整租·清澄名苑南区 2室1厅 南/北,大兴,黄村中,清澄名苑南区,120㎡,南 北,2室1厅2卫,低楼层（5层）,5500
41,BJ2739173706592165888,整租·恒大未来城 4室1厅 LOFT 南,大兴,义和庄,恒大未来城,180㎡,南,4室1厅3卫,高楼层（18层）,7500
42,BJ2727472372792958976,整租·旧宫北里 3室1厅 南/北,大兴,旧宫,旧宫北里,115㎡,南 北,3室1厅1卫,中楼层（7层）,6500
43,BJ2739182189412352000,整租·恒大未来城 4室1厅 LOFT 南,大兴,义和庄,恒大未来城,180㎡,南,4室1厅3卫,高楼层（18层）,7500
44,BJ2727467415385677824,整租·鸿坤理想城曦望山 2室1厅 南,大兴,西红门,鸿坤理想城曦望山,84㎡,南,2室1厅1卫,高楼层（23层）,5500
45,BJ2728118369411661824,整租·润枫锦尚 2室1厅 南/北,大兴,旧宫,润枫锦尚,94㎡,南 北,2室1厅1卫,高楼层（10层）,5200
46,BJ2727338154998120448,整租·鑫苑鑫都汇 3室1厅 南/北,大兴,天宫院,鑫苑鑫都汇,98㎡,南 北,3室1厅1卫,高楼层（26层）,5600
47,BJ2728870430080778240,整租·和成璟园 4室2厅 南/北,大兴,亦庄,和成璟园,175㎡,南 北,4室2厅2卫,低楼层（13层）,12000
48,BJ2728860576754171904,整租·九龙家园南区 5室2厅 复式 南/北,大兴,西红门,九龙家园南区,217㎡,南 北,5室2厅3卫,高楼层（4层）,8300
49,BJ2728381761963687936,整租·清澄名苑北区 2室1厅 南/北,大兴,黄村中,清澄名苑北区,129㎡,南 北,2室1厅1卫,高楼层（19层）,7500
50,BJ2728368284516237312,整租·金茂逸墅 4室2厅 南/北,大兴,亦庄开发区其它,金茂逸墅,159㎡,南 北,4室2厅2卫,低楼层（18层）,16000
51,BJ2739826619274502144,整租·恒大未来城 3室1厅 LOFT 南,大兴,义和庄,恒大未来城,150㎡,南,3室1厅2卫,高楼层（19层）,6500
52,BJ2729019468071313408,整租·顺驰领海 3室2厅 南/北,大兴,高米店,顺驰领海,114㎡,南 北,3室2厅2卫,高楼层（15层）,7000
53,BJ2739679317020639232,整租·恒大未来城 4室1厅 LOFT 南,大兴,义和庄,恒大未来城,180㎡,南,4室1厅3卫,高楼层（19层）,7500
54,BJ2727489034153623552,整租·青岛嘉园 2室2厅 南/北,大兴,高米店,青岛嘉园,117㎡,南 北,2室2厅2卫,中楼层（5层）,7500
55,363419,独栋·泰禾寓 义和庄店 大两居（双卫） 2室1厅,0,0,0,108㎡,3间在租,2室1厅2卫,0,5800
56,BJ2727516061485506560,整租·彩虹新城 2室1厅 南/北,大兴,枣园,彩虹新城,88㎡,南 北,2室1厅1卫,低楼层（16层）,5100
57,324125,独栋·泰禾寓 义和庄店 蓝领精选三居室 3室1厅,0,0,0,95-116㎡,4间在租,3室1厅1卫,0,5000-5900
58,BJ2727424183050182656,整租·富力盛悦居 4房间 南,大兴,旧宫,富力盛悦居,135㎡,南,4房间2卫,高楼层（18层）,10000
59,324067,独栋·泰禾寓 义和庄店 舒适大三居室 3室1厅,0,0,0,90㎡,2间在租,3室1厅1卫,0,7500-7600
60,BJ2691377447781539840,整租·世嘉博苑 2室1厅 东南,大兴,西红门,世嘉博苑,85㎡,东南,2室1厅1卫,中楼层（15层）,5200
61,324069,独栋·泰禾寓 义和庄店 高级行政两居室 2室1厅,0,0,0,90㎡,4间在租,2室1厅1卫,0,5500-6000
62,BJ2693480874376167424,整租·鸿坤理想城礼域府 2室2厅 南/北,大兴,西红门,鸿坤理想城礼域府,91㎡,南 北,2室2厅1卫,低楼层（15层）,5500
63,315567,独栋·恒寓星光店 恒寓星光三店 精选3居室 3室2厅,0,0,0,118-121㎡,3间在租,3室2厅2卫,0,5500-5800
64,BJ2694748695286784000,整租·保利首开熙悦春天 4室1厅 南/北,大兴,天宫院,保利首开熙悦春天,96㎡,南 北,4室1厅1卫,高楼层（25层）,5600
65,324125,独栋·泰禾寓 义和庄店 蓝领精选三居室 3室1厅,0,0,0,95-116㎡,4间在租,3室1厅1卫,0,5000-5900
66,BJ2695605129491005440,整租·成和园 3室1厅 南/北,大兴,旧宫,成和园,139㎡,南 北,3室1厅2卫,中楼层（9层）,5900
67,BJ2690504473297821696,整租·清澄名苑北区 2室1厅 东,大兴,黄村中,清澄名苑北区,100㎡,东,2室1厅1卫,中楼层（19层）,6000
68,BJ2689673407595028480,整租·红木林 4室2厅 南/北,大兴,枣园,红木林,104㎡,南 北,4室2厅2卫,高楼层（28层）,7500
69,BJ2689936199069736960,整租·车站北里 3室1厅 南/北,大兴,黄村火车站,车站北里,113㎡,南 北,3室1厅1卫,中楼层（6层）,5200
70,BJ2695655724138373120,整租·月桂庄园 3室2厅 南/北,大兴,西红门,月桂庄园,146㎡,南 北,3室2厅2卫,中楼层（5层）,8200
71,324067,独栋·泰禾寓 义和庄店 舒适大三居室 3室1厅,0,0,0,90㎡,2间在租,3室1厅1卫,0,7500-7600
72,BJ2695493696681680896,整租·金融街融汇 3室2厅 南/西/北,大兴,天宫院,金融街融汇,116㎡,南 西 北,3室2厅2卫,低楼层（18层）,5300
73,324057,独栋·泰禾寓 义和庄店 经典舒适三居室 3室1厅,0,0,0,102-112㎡,3间在租,3室1厅1卫,0,5000-5900
74,BJ2696941884878110720,整租·金茂逸墅 4室2厅 南/北,大兴,亦庄开发区其它,金茂逸墅,159㎡,南 北,4室2厅2卫,中楼层（17层）,13500
75,BJ2697848450501836800,整租·宏大中园 3室2厅 南/北,大兴,西红门,宏大中园,143㎡,南 北,3室2厅2卫,高楼层（16层）,6000
76,BJ2696896920857100288,整租·翰林庭院 3室1厅 南/北,大兴,黄村火车站,翰林庭院,136㎡,南 北,3室1厅1卫,高楼层（13层）,6500
77,BJ2696944974913871872,整租·中南湾 2室1厅 南/北,大兴,旧宫,中南湾,98㎡,南 北,2室1厅1卫,高楼层（9层）,5200
78,BJ2692804788844249088,整租·马赛公馆 2室2厅 南/北,大兴,枣园,马赛公馆,90㎡,南 北,2室2厅1卫,中楼层（17层）,6000
79,BJ2692115819793481728,整租·翡翠城五期 3室2厅 南/北,大兴,高米店,翡翠城五期,129㎡,南 北,3室2厅2卫,高楼层（9层）,7000
80,BJ2693489506983608320,整租·鸿坤理想城八期 3室1厅 南/北,大兴,西红门,鸿坤理想城八期,98㎡,南 北,3室1厅1卫,高楼层（24层）,5500
81,BJ2722527804922273792,整租·万科天地 3室2厅 复式 西南,大兴,义和庄,万科天地,150㎡,西南,3室2厅2卫,中楼层（13层）,5399
82,BJ2696942435942006784,整租·波普公社 4房间 东南,大兴,枣园,波普公社,108㎡,东南,4房间1卫,中楼层（25层）,7800
83,BJ2728790704716521472,整租·万科天地 3室2厅 复式 西南,大兴,义和庄,万科天地,150㎡,西南,3室2厅2卫,低楼层（19层）,5500
84,BJ2699094215715201024,整租·亦庄金茂悦北区 4室2厅 东/南/北,大兴,亦庄开发区其它,亦庄金茂悦北区,195㎡,东 南 北,4室2厅2卫,低楼层（11层）,17000
85,BJ2736934418009554944,整租·万科天地 3室2厅 复式 西北,大兴,义和庄,万科天地,160㎡,西北,3室2厅2卫,高楼层（13层）,5600
86,BJ2696223388288163840,整租·金地仰山西区 3室2厅 南/北,大兴,高米店,金地仰山西区,118㎡,南 北,3室2厅2卫,高楼层（7层）,7500
87,BJ2739196145288093696,整租·万科天地 3室1厅 复式 东南,大兴,义和庄,万科天地,160㎡,东南,3室1厅1卫,低楼层（13层）,6000
88,BJ2695532867966484480,整租·绿地中央广场 2房间 东,大兴,高米店,绿地中央广场,144㎡,东,2房间1卫,低楼层（20层）,46000
89,BJ2663607079788888064,整租·万科天地 3室1厅 复式 西北,大兴,义和庄,万科天地,89㎡,西北,3室1厅2卫,中楼层（13层）,6500
90,BJ2625949712573792256,整租·清澄名苑北区 2室2厅 南/北,大兴,黄村中,清澄名苑北区,90㎡,南 北,2室2厅1卫,高楼层（11层）,5300
91,BJ2730481537349844992,整租·恒大未来城 3室2厅 复式 南,大兴,义和庄,恒大未来城,160㎡,南,3室2厅3卫,高楼层（19层）,7500
92,BJ2628035636783235072,整租·兴涛社区 2室2厅 南/北,大兴,高米店,兴涛社区,107㎡,南 北,2室2厅2卫,高楼层（9层）,5200
93,BJ2718197708795158528,整租·泰禾中央广场 4室1厅 LOFT 南,大兴,黄村火车站,泰禾中央广场,140㎡,南,4室1厅2卫,中楼层（9层）,6500
94,BJ2615019513124487168,整租·顺驰领海 3室2厅 南/北,大兴,高米店,顺驰领海,124㎡,南 北,3室2厅1卫,低楼层（9层）,6500
95,BJ2718040964374732800,整租·万科天地 3室1厅 LOFT 南/北,大兴,义和庄,万科天地,170㎡,南 北,3室1厅2卫,高楼层（4层）,8000
96,BJ2616411725524123648,整租·鸿坤理想城曦望山 3室1厅 南/北,大兴,西红门,鸿坤理想城曦望山,114㎡,南 北,3室1厅1卫,中楼层（21层）,6900
97,BJ2619474115178012672,整租·泰中花园 3室2厅 复式 南/北,大兴,高米店,泰中花园,150㎡,南 北,3室2厅2卫,低楼层（7层）,6800
98,BJ2629718418928181248,整租·首邑上城 1房间 西/北,大兴,枣园,首邑上城,97㎡,西 北,1房间1卫,低楼层（15层）,6000
99,BJ2630230278702112768,整租·彩虹新城 2室1厅 南/北,大兴,枣园,彩虹新城,88㎡,南 北,2室1厅1卫,低楼层（16层）,5100
100,BJ2629036373197463552,整租·富力盛悦居 4房间 东南,大兴,旧宫,富力盛悦居,135㎡,东南,4房间1卫,低楼层（18层）,9000
101,BJ2725934252494962688,整租·泰禾中央广场 4室2厅 复式 东南,大兴,黄村火车站,泰禾中央广场,156㎡,东南,4室2厅2卫,中楼层（9层）,7200
102,BJ2625353785140051968,整租·金地悦风华 4室2厅 南/北,大兴,高米店,金地悦风华,139㎡,南 北,4室2厅2卫,中楼层（15层）,6800
103,BJ2725937007338725376,整租·万科天地 3室2厅 复式 东南,大兴,义和庄,万科天地,115㎡,东南,3室2厅2卫,中楼层（13层）,5800
104,BJ2624415420525838336,整租·瑞康家园 3室2厅 南/北,大兴,黄村中,瑞康家园,127㎡,南 北,3室2厅2卫,中楼层（20层）,5100
105,BJ2622580441911672832,整租·国韵村 2室1厅 南,大兴,旧宫,国韵村,86㎡,南,2室1厅1卫,低楼层（17层）,7000
106,BJ2627444203940495360,整租·滨河坊 5室3厅 南/北,大兴,枣园,滨河坊,311㎡,南 北,5室3厅3卫,低楼层（3层）,23500
107,BJ2628140108993536000,整租·鸿坤理想城礼域府 3室1厅 南/北,大兴,西红门,鸿坤理想城礼域府,133㎡,南 北,3室1厅2卫,高楼层（21层）,7800
108,BJ2629475476644560896,整租·保利首开熙悦春天 4室2厅 南/北,大兴,天宫院,保利首开熙悦春天,96㎡,南 北,4室2厅2卫,高楼层（22层）,5500
109,BJ2637616163924230144,整租·瑞康家园 2室1厅 南/北,大兴,黄村中,瑞康家园,127㎡,南 北,2室1厅1卫,高楼层（20层）,5200
110,BJ2692012510948622336,整租·鸿坤理想城礼域府 2室1厅 南,大兴,西红门,鸿坤理想城礼域府,92㎡,南,2室1厅1卫,低楼层（21层）,5200
111,BJ2718044473044516864,整租·万科天地 4室1厅 LOFT 南/北,大兴,义和庄,万科天地,190㎡,南 北,4室1厅3卫,中楼层（4层）,9000
112,BJ2694757310479204352,整租·彩虹新城 4室2厅 南/北,大兴,枣园,彩虹新城,139㎡,南 北,4室2厅2卫,高楼层（11层）,7500
113,BJ2725936710709428224,整租·万科天地 3室2厅 复式 东北,大兴,义和庄,万科天地,128㎡,东北,3室2厅2卫,低楼层（13层）,5800
114,BJ2690504473297821696,整租·清澄名苑北区 2室1厅 东,大兴,黄村中,清澄名苑北区,100㎡,东,2室1厅1卫,中楼层（19层）,6000
115,BJ2731710998255255552,整租·万科天地 3室1厅 复式 南,大兴,义和庄,万科天地,120㎡,南,3室1厅1卫,中楼层（13层）,5788
116,BJ2689673407595028480,整租·红木林 4室2厅 南/北,大兴,枣园,红木林,104㎡,南 北,4室2厅2卫,高楼层（28层）,7500
117,BJ2737590657756700672,整租·万科天地 3室2厅 南/西南,大兴,义和庄,万科天地,150㎡,南 西南,3室2厅2卫,高楼层（5层）,6500
118,BJ2689936199069736960,整租·车站北里 3室1厅 南/北,大兴,黄村火车站,车站北里,113㎡,南 北,3室1厅1卫,中楼层（6层）,5200
119,BJ2734477804141027328,整租·保利春天里 2室1厅 南,大兴,天宫院,保利春天里,85㎡,南,2室1厅1卫,低楼层（27层）,5030
120,BJ2640586979674701824,整租·星瑞家园 3室2厅 南/北,大兴,黄村中,星瑞家园,117㎡,南 北,3室2厅1卫,低楼层（9层）,5700
121,BJ2737590657756700672,整租·万科天地 3室2厅 南/西南,大兴,义和庄,万科天地,150㎡,南 西南,3室2厅2卫,高楼层（5层）,6500
122,BJ2638937239769858048,整租·亲亲我家 3室1厅 跃层 南/北,大兴,旧宫,亲亲我家,158㎡,南 北,3室1厅2卫,低楼层（3层）,10500
123,BJ2692722472977178624,整租·清澄名苑北区 3室1厅 南/北,大兴,黄村中,清澄名苑北区,140㎡,南 北,3室1厅2卫,中楼层（12层）,6400
124,BJ2630414387877519360,整租·格林云墅 4室2厅 复式 南/北,大兴,南中轴机场商务区,格林云墅,233㎡,南 北,4室2厅3卫,中楼层（4层）,7700
125,BJ2678283387713617920,整租·恒大未来城 3室1厅 复式 北,大兴,义和庄,恒大未来城,160㎡,北,3室1厅3卫,高楼层（18层）,6700
126,BJ2634153004428689408,整租·明发雅苑 3室1厅 南/西/北,大兴,天宫院,明发雅苑,119㎡,南 西 北,3室1厅2卫,低楼层（26层）,5500
127,BJ2642822500144390144,整租·育龙家园 4室2厅 错层 南/北,大兴,旧宫,育龙家园,155㎡,南 北,4室2厅3卫,高楼层（6层）,7500
128,BJ2643302886909411328,整租·绿地中央广场 1房间 南,大兴,高米店,绿地中央广场,90㎡,南,1房间0卫,中楼层（17层）,9000
129,BJ2641912829283663872,整租·红木林 4室1厅 南/北,大兴,枣园,红木林,110㎡,南 北,4室1厅2卫,低楼层（21层）,7800
130,BJ2646258188441362432,整租·郁花园二里 4室2厅 南/北,大兴,高米店,郁花园二里,140㎡,南 北,4室2厅2卫,高楼层（7层）,6500
131,BJ2684736941366181888,整租·万科天地 3室1厅 LOFT 南,大兴,义和庄,万科天地,90㎡,南,3室1厅1卫,低楼层（13层）,5800
132,BJ2636817523202326528,整租·翡翠城五期 3室2厅 南/北,大兴,高米店,翡翠城五期,150㎡,南 北,3室2厅2卫,中楼层（5层）,7500
133,BJ2685290339581313024,整租·万科天地 4室1厅 跃复一体 南/北,大兴,义和庄,万科天地,122㎡,南 北,4室1厅3卫,中楼层（4层）,8800
134,BJ2636887750397132800,整租·亲亲我家 5室1厅 复式 南/北,大兴,旧宫,亲亲我家,289㎡,南 北,5室1厅1卫,低楼层（3层）,18000
135,BJ2647857103892922368,整租·龙熙旭辉6號院 4房间 南,大兴,大兴新机场,龙熙旭辉6號院,130㎡,南,4房间2卫,高楼层（3层）,6800
136,BJ2647831202110906368,整租·美利新世界 2室2厅 南/北,大兴,旧宫,美利新世界,112㎡,南 北,2室2厅2卫,中楼层（6层）,6300
137,BJ2651506749408026624,整租·远洋天著二期 5室5厅 复式 南/北,大兴,亦庄,远洋天著二期,355㎡,南 北,5室5厅4卫,低楼层（5层）,40000
138,BJ2639877747002327040,整租·金融街融汇 3室1厅 南/北,大兴,天宫院,金融街融汇,116㎡,南 北,3室1厅2卫,中楼层（18层）,5400
139,BJ2640356236339445760,整租·宏大北园 2室1厅 南/北,大兴,西红门,宏大北园,105㎡,南 北,2室1厅1卫,高楼层（16层）,5200
140,BJ2641148849125081088,整租·同华园 3室2厅 南/北,大兴,西红门,同华园,125㎡,南 北,3室2厅2卫,中楼层（5层）,5600
141,BJ2698884251138932736,整租·中建国际港 2室1厅 南,大兴,枣园,中建国际港,89㎡,南,2室1厅1卫,高楼层（34层）,6290
142,BJ2639791769692413952,整租·瑞海家园一区 3室2厅 南/北,大兴,西红门,瑞海家园一区,124㎡,南 北,3室2厅2卫,中楼层（6层）,6000
143,BJ2735172801924710400,整租·保利茉莉公馆 2室1厅 南,大兴,高米店,保利茉莉公馆,91㎡,南,2室1厅1卫,高楼层（20层）,6590
144,BJ2651233905822138368,整租·保利春天里 3室1厅 南/北,大兴,天宫院,保利春天里,96㎡,南 北,3室1厅2卫,中楼层（27层）,5400
145,BJ2390341006718402560,整租·保利茉莉公馆 2室1厅 南,大兴,高米店,保利茉莉公馆,40㎡,南,2室1厅2卫,高楼层（9层）,6160
146,BJ2647888680349605888,整租·同华园 4室2厅 南/北,大兴,西红门,同华园,155㎡,南 北,4室2厅2卫,中楼层（5层）,5700
147,BJ2728633176925937664,整租·保利春天里 2室1厅 南,大兴,天宫院,保利春天里,86㎡,南,2室1厅1卫,中楼层（25层）,5130
148,BJ2650139636369719296,整租·翡翠城五期 3室1厅 南/北,大兴,高米店,翡翠城五期,139㎡,南 北,3室1厅1卫,中楼层（5层）,7100
149,BJ2646222854013853696,整租·灵秀山庄 2室1厅 南,大兴,旧宫,灵秀山庄,59㎡,南,2室1厅1卫,高楼层（6层）,5790
150,BJ2692867428240859136,整租·保利茉莉公馆 3房间 南,大兴,高米店,保利茉莉公馆,46㎡,南,3房间1卫,中楼层（9层）,6000
151,BJ2688518216925855744,整租·紫郡府 3室2厅 南/北,大兴,旧宫,紫郡府,128㎡,南 北,3室2厅2卫,低楼层（9层）,8750
152,BJ2688481883985018880,整租·鸿坤理想城曦望山 2室1厅 南,大兴,西红门,鸿坤理想城曦望山,84㎡,南,2室1厅1卫,低楼层（23层）,5800
153,BJ2693304831501934592,整租·那尔水晶城 4室2厅 南/北,大兴,枣园,那尔水晶城,142㎡,南 北,4室2厅2卫,低楼层（6层）,8500
154,BJ2692012510948622336,整租·鸿坤理想城礼域府 2室1厅 南,大兴,西红门,鸿坤理想城礼域府,92㎡,南,2室1厅1卫,低楼层（21层）,5200
155,BJ2694757310479204352,整租·彩虹新城 4室2厅 南/北,大兴,枣园,彩虹新城,139㎡,南 北,4室2厅2卫,高楼层（11层）,7500
156,BJ2694247473718755328,整租·那尔水晶城 3室1厅 东/南/北,大兴,枣园,那尔水晶城,144㎡,东 南 北,3室1厅2卫,中楼层（5层）,7000
157,BJ2694332415614664704,整租·鸿坤理想城礼域府 2室1厅 南/北,大兴,西红门,鸿坤理想城礼域府,100㎡,南 北,2室1厅2卫,中楼层（15层）,5600
158,BJ2698527603362365440,整租·顺驰领海 2室2厅 南,大兴,高米店,顺驰领海,99㎡,南,2室2厅1卫,中楼层（18层）,5300
159,BJ2699403150732820480,整租·鸿坤理想城礼域府 2室1厅 东/西,大兴,西红门,鸿坤理想城礼域府,93㎡,东 西,2室1厅1卫,低楼层（21层）,6000
160,BJ2702977815086899200,整租·旭辉御府 3室1厅 南/北,大兴,高米店,旭辉御府,162㎡,南 北,3室1厅2卫,中楼层（15层）,10500
161,BJ2703607278228996096,整租·天恒世界集 4房间 东南,大兴,高米店,天恒世界集,99㎡,东南,4房间1卫,高楼层（13层）,5600
162,BJ2672985427165577216,整租·首邑溪谷 3室1厅 南,大兴,枣园,首邑溪谷,59㎡,南,3室1厅2卫,高楼层（16层）,5800
163,BJ2674475508514684928,整租·宏大北园 3室2厅 南/北,大兴,西红门,宏大北园,140㎡,南 北,3室2厅2卫,高楼层（6层）,6000
164,BJ2675917857073930240,整租·新里西斯莱公馆 2室1厅 南/北,大兴,高米店,新里西斯莱公馆,99㎡,南 北,2室1厅2卫,高楼层（15层）,6600
165,BJ2670880614504742912,整租·鸿坤理想城礼域府 2室1厅 南/北,大兴,西红门,鸿坤理想城礼域府,94㎡,南 北,2室1厅1卫,低楼层（21层）,5300
166,BJ2672427303866474496,整租·泰禾中央广场 4房间 南,大兴,黄村火车站,泰禾中央广场,78㎡,南,4房间1卫,低楼层（23层）,5400
167,BJ2673827671687045120,整租·首邑溪谷 3室2厅 南,大兴,枣园,首邑溪谷,64㎡,南,3室2厅2卫,低楼层（16层）,6600
168,BJ2678982697090547712,整租·双高花园 3室1厅 南/北,大兴,高米店,双高花园,124㎡,南 北,3室1厅2卫,高楼层（6层）,5500
169,BJ2678081362249908224,整租·金地仰山东区 4室2厅 南/北,大兴,高米店,金地仰山东区,142㎡,南 北,4室2厅2卫,中楼层（7层）,9950
170,BJ2652050242748555264,整租·顺驰领海 3室2厅 南/北,大兴,高米店,顺驰领海,145㎡,南 北,3室2厅2卫,高楼层（12层）,6300
171,BJ2658776391465566208,整租·红木林 4室1厅 南/北,大兴,枣园,红木林,109㎡,南 北,4室1厅2卫,低楼层（28层）,7500
172,BJ2643301512008441856,整租·绿地中央广场 1房间 南,大兴,高米店,绿地中央广场,90㎡,南,1房间0卫,中楼层（17层）,9000
173,BJ2696145377446330368,整租·鸿坤理想城礼域府 2室1厅 西南,大兴,西红门,鸿坤理想城礼域府,97㎡,西南,2室1厅1卫,中楼层（21层）,6500
174,BJ2692626575081611264,整租·金地仰山西区 3室2厅 南/北,大兴,高米店,金地仰山西区,120㎡,南 北,3室2厅2卫,中楼层（7层）,7000
